Name	Value	Count
Thư Viện Khoa Học Tổng Hợp	1856	464
Thuận Phát - Hủ Tiếu Mì Sườn Kho & Hoành Thánh	7	2
Thuần Việt - KDC Trung Sơn	24	6
Thức Ăn Nhanh 24H Bona Food ExPress	5	1
Thức Cofee - Hoa Hồng - Cafe 24h	25	8
Thức Coffee - 156B Pasteur	24	6
Thức Coffee - 180A Pasteur	69	18
Thức Coffee - 60 Huỳnh Thúc Kháng, Quận 1	48	12
Thức Coffee - Hoa Hồng	54	14
Thức Coffee - Huỳnh Thúc Kháng	43	11
Thức Coffee - Lý Tự Trọng	35	9
Thức Coffee - Pasteur	108	27
Thực dưỡng Khai Minh	24	6
Thức Garden - Lê Quý Đôn	66	20
Thực phẩm Bằng Hải	6	2
Thực Phẩm Chay Âu Lạc	992	248
Thực Phẩm Chay Âu Lạc - Minh Phụng	1090	276
Thực Phẩm Chay Trí Huệ 	952	238
Thực phẩm Hải Kim	6	2
Thực phẩm sạch - đặc sản Đà Lạt	5	1
Thuc Phuong ong	0	2
Thực Vi Tiên - Dimsum Và Các Món Hồng Kông	44	11
Thượng Uyển - Nguyễn Oanh	84	42
Thùy Dương - Quán Bánh Cuốn	7	2
Thủy Huế - Quán Nhậu Bình Dân	18	6
Thùy Linh	0	5
Thủy Mộc Quán  - ẨmThực Miền Trung	7	2
Thúy Phưng - Bánh Tráng Muối Trảng Bàng	54	12
Thủy Tạ - Nhà Hàng Tiệc Cưới	48	16
Thuyền chài	0	7
Thuyền Sài Gòn - Cafe & Thuyền Du Lịch	1876	486
thuyy's	0	4
Thy Ca Karaoke 	256	64
Thy Nhật Lý	30	6
Ti An	0	1
Tí Đô Quán	105	21
Tí Đô Quán Nướng	24	6
Ti Táo	0	4
TiBi Shop	20	4
Tibo HD Coffee - Phim HD	10	4
Tiệc cưới Âu Cơ	460	124
Tiệc Cưới Hội Nghị Phú Nhuận	328	82
Tiệc Cưới Nam Bộ	1265	316
Tiệc Lãng Mạn Cho 2 Người - Tổ Chức Tiệc & Sự Kiện Tận Nơi	10	2
Tiệc Tại Gia - Nhóm Nấu Ăn  Kỳ Xương 	18	4
Tiệm Bánh Bia Bơ - Điện Biên Phủ	197	40
Tiệm Bánh Bia Bơ - Online & Delivery	24	6
TIỆM BÁNH BÒ SỮA	6	3
Tiệm bánh của Châu	0	4
Tiệm Bánh Cung Đình - Hàn Quốc	8	2
Tiệm Bánh HaCu - Nơ Trang Long	5	1
Tiệm Bánh Mặt Trời	100	20
Tiệm bánh Nene	16	4
Tiệm Bánh Ngọc Khánh	20	5
Tiệm bánh nhỏ	130	26
Tiệm bánh nhỏ - Xô Viết Nghệ Tĩnh	5	1
Tiệm bánh Phát Phú	155	31
Tiệm Bánh Quỳnh Anh	4	1
Tiệm Bánh Thanh Đan	8	2
Tiệm bánh Thiên Ân - 127 Võ Văn Ngân	32	8
Tiệm bánh Thuận Phát	5	1
Tiệm Bánh Trang Ký	8	2
Tiệm bánh tuổi thơ	120	24
Tiệm bánh Yến - Nguyễn Thiện Thuật	32	8
Tiệm Chay Tường Viên - Huỳnh Mẫn Đạt	8	2
Tiệm cơm Lão Mã	0	4
Tiệm Hồng Hương	5	1
Tiệm Mì Đắc Phát - Cây Keo	1	1
Tiền Cafe - Hoàng Cầu Mới	15	3
Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội	26	8
Tiền Hải Quán - Bún Đậu Mắm Tôm Hà Nội	78	19
Tiên Hăm	0	2
Tiên House	0	3
Tiến Phát - Điểm Tâm Hồng Kông	99	25
Tik Tak - Nướng & Lẩu Xiên Que	16	4
Tik Tak Cafe	36	9
Tik Tak Coffee & Tea	26	7
Tiki.vn	140	40
TikTak - Cách Mạng Tháng 8	140	28
TikTak - Nguyễn Tri Phương	160	40
TikTak - Trà sữa & Trà đào	18	5
TikTak - Trà sữa & Trà đào - Cách Mạng Tháng 8	46	14
TikTak - Trà Sữa & Trà Đào - Nguyễn Tri Phương	49	14
Time Bistro	4	1
Time Bistro - Vietnamese Cuisine - Nguyễn Huệ	15	3
Time Coffee & Foods	28	7
Time Coffee & Foods 	7	2
Timo Hangout Cafe	40	10
Tim's Garden Cafe	15	4
Tín Nghĩa	64	16
Tina Sh0p	12	4
tina.corner	120	24
Ting's House	39	9
Ting's House - Trà Sữa & Trái Cây	255	56
Tĩnh Coffee	8	2
Tinh Nghịch Quán - Hoàng Sa	9	2
Tinh Tế Cafe	7	2
Tịnh Trà Quán	6	2
Tini Town - AEON Mall	105	34
TiNiWorld - AEON Mall	1440	360
TiNiWorld - Co.opMart Lý Thường Kiệt	987	252
TiNiWorld - Coopmart Quang Trung	1000	250
TiNiWorld - Nowzone	1088	272
TiNiWorld - Pandora City	1024	256
TiNiWorld - Parkson Cantavil	1096	274
TiNiWorld - Parkson CT Plaza	848	212
TiNiWorld - Vincom Mega Mall Thảo Điền	1088	272
TiNiWorld - Vincom Thủ Đức	1048	262
Tino Cafe - Trương Công Định	9	2
Tiny Garden - Cafe Sách	8	2
Tippy's	4004	880
Tiramisu - Treviso - Shop Online	8	2
Tiramisu Yom	0	3
Titan Gym - Bình Phú	736	184
Titi - Bánh Mì Nướng Muối Ớt	8	2
T-Korea "Mì cay & Fastfood"	5	1
TKY TAKOYAKI	20	4
TnT BBQ	13010	2887
Tồ & Ngố - Ẩm Thực Châu Âu	15	4
Tổ Cafe	4	1
Tổ Café - Nguyễn Văn Thủ	8	2
Tổ Cafe Sài Gòn	12	3
Tô Đăng Khoa	33	11
To Go Coffee & Tea - Nguyễn Trãi	32	8
Today Coffee & Ice Cream	72	16
Togo Coffee & Tea - Nguyễn Trãi  	9	2
Tới Bến - Nguyễn Thượng Hiền	4	1
Tới Bến Quán - Ung Văn Khiêm	40	8
Tỏi Đen - Trần Hưng Đạo	15	3
Tỏi Đen Tôi Là V - Trần Hưng Đạo	746	192
Toilet Kingdom Coffee & Food	7	2
Toilet Kingdom Coffee & Food - Nguyễn Chí Thanh	40	10
Tok lắc phô mai - Phạm Thế Hiển	0	3
Tokbokki - Bánh Gạo Cay Hàn Quốc	16	4
Tokbokki - Đinh Tiên Hoàng	22	6
Tokbokki - Vĩnh Viễn	68	17
Tokbokki lắc phô mai	20	10
Tokbokki Lắc Phô Mai - Khoai Lang Lắc Xí Muội	20	4
Tokbokki Ly - Shop Online	4	1
Tokbokki_saigon 	52	13
Tokbokkitanphu - Hiền Vương	20	5
Tokyo Deli - 3 Tháng 2	128	29
Tokyo Deli - Crescent Mall	102	22
Tokyo Deli - Điện Biên Phủ	47	12
Tokyo Deli - Điện Biên Phủ 1	70	17
Tokyo Deli - Lê Thánh Tôn	125	31
Tokyo Deli - Ngô Đức Kế	24	6
Tokyo Deli - Nguyễn Thị Thập	71	17
Tokyo Deli - Park View Phú Mỹ Hưng	111	23
Tokyo Deli - Phan Xích Long	171	43
Tokyo Deli - Song Hành	32	20
Tokyo Deli - Trần Hưng Đạo	117	25
Tokyo Deli - Trường Sơn	92	21
Tokyo Deli - Võ Văn Tần	44	11
Tokyo Deli Ngo Duc Ke	1043	360
Tokyo Fast Tea - Trà Sữa	8	2
Tokyo Ginza Koma	185	37
Tokyo Kitchen - Japanese Food	16	4
Tokyo Kitchen - Lotte Mart Cộng Hoà	68	17
Tokyo Mart - Cửa Hàng Nhật Bản - Cộng Hòa	24	6
Tokyo Mattcha Ice Cream	5	1
Tokyo Pet Center	23	6
Tokyo Yakiniku - Buffet Lẩu Nướng Nhật	4	1
Tokyo Yakiniku - Nhà Hàng Lẩu Nướng Nhật Bản	61	13
Tom Cafe - Tom Coffee House	4	1
Tôm Khô Cà Mau	10	2
Tôm Sốt Singapore	20	4
Tôm Tép Ba Râu	84	18
Tôm Tép Quán - Nguyễn Cư Trinh	14	4
Tomato - Xiên Que Nướng & Lẩu Tự Chọn	86	23
Tombo - Trà Sữa Nhật Bản	7	2
Tomidaya Ramen - Thái Văn Lung	8	2
Tommiez	4	1
Tom's Coffee - Yên Phụ	24	6
Tôn Cafe - Acoustic	8	2
Top Ten Karaoke	162	54
Topless Tea - Đặng Trần Côn	4	1
Topless Tea - Trà Sữa Óc Chó	12	4
Topless Tea Express	96	24
Topokki - Món Hàn	14	4
Topping Beef	3065	758
Topping Beef - Steakhouse	43	12
Topping Beef Steakhouse	92	23
Toretto Milk tea & Coffee	55	11
Toretto Milk Tea & Coffee - Song Hành	6	2
Toro Sushi - Nguyễn Tri Phương	48	12
Tốt & Tốt - Cơm Tấm & Fastfood	9	2
Toto Bakery	90	18
Toto Bakery - Vĩnh Viễn	4	1
TOUCH Coffee & Restaurant	4	1
Tous Les Jours - 3 Tháng 2	96	26
Tous Les Jours - Cách Mạng Tháng 8	21	6
Tous Les Jours - CMT8	41	13
Tous Les Jours - Hai Bà Trưng	101	29
Tous Les Jours - Lê Thánh Tôn	78	17
Tous Les Jours - Lotte Mart Nam Sài Gòn	24	6
Tous Les Jours - Nam Kỳ Khởi Nghĩa	0	2
Tous Les Jours - Nguyễn Thị Minh Khai	18	6
Tous Les Jours - Nguyễn Trãi	88	22
Tous Les Jours - Pandora	36	9
Tous Les Jours - Pandora City	7	2
Tous Les Jours - Trần Hưng Đạo	84	23
Tous Les Jours - Vincom Center	28	7
TownDeli - Coffee & Breakfast Delivery	90	22
Trà Bắc Thái Nguyên 	5	1
Trà Chanh 135 - Huỳnh Văn Bánh	76	19
Trà Chanh 3 Chị Em	16	4
Trà Chanh 3 Chị Em - Tháp Mười	68	17
Trà Chanh Hotdog Hàng Xanh	7	2
Trà chanh Lồng Đèn	4	1
Trà đào - Hồ con rùa	9	2
Trà đào CHỒN	0	2
Trà đào dằm - Hồ Thị Kỷ	9	2
Trà Đào Momo - Trần Phú	51	14
Trà Đào Và Trà Sữa Hồng Kông - Trần Quý	5	1
Trà Khải	0	3
Trà My quán - Ngõ 53	5	1
Trà sữa - 18c Lê Văn Sỹ	48	12
Trà sữa - Ăn vặt Út Năm	5	1
Trà sữa - Bông Sao	45	9
Trà Sữa - Công viên cát	9	2
Trà sữa - Phạm Hữu Lầu	5	1
Trà Sữa & Bánh Ngô Chiên - Lê Đại Hành	9	2
Trà Sữa & Cookies Ve Chai	8	2
Trà Sữa & Mì Cay OPPA	6	2
Tra Sua & Pizza H2T	447	125
Trà Sữa & Rau Câu Phô Mai - Nguyễn Kim.	8	2
Trà sữa & Thức ăn nhanh Tombo	29	9
Trà Sữa & Thức Ăn Nhanh Tombo - Thống Nhất	17	4
Trà Sữa 10 - Nguyễn Kim	53	15
Trà sữa 10x	4	1
Trà sữa 125 Bông Sao	23	6
Trà Sữa 150Bs - Bông Sao	16	4
Trà sữa -18℃ Quang Trung	0	2
Trà sữa 1sb	0	1
Trà sữa 21	5	1
Trà Sữa 2D - Hồ Con Rùa	78	16
Trà Sữa 3 Chú Mèo	6	2
Trà sữa 365 - Đào Duy Từ	20	8
Trà Sữa 365 - Lê Trọng Tấn	16	4
Trà Sữa 9Tea	70	14
Trà Sữa Acoustic - Lê Đức Thọ	531	118
Trà Sữa Âm 18 Độ C - Lê Văn Sỹ	45	11
Trà Sữa Âm 18 Độ C - Quang Trung	112	27
Trà Sữa Âm 18 Độ C - Trần Hưng Đạo	63	14
Trà Sữa Âm 18 Độ C - Võ Văn Tần	96	21
Trà Sữa Âm 18ºC - Hoàng Hoa Thám	16	4
Trà Sữa Âm 18ºC - Sư Vạn Hạnh	155	39
Trà Sữa Amasvin	8	5
Trà Sữa APA	28	7
Trà Sữa APA - Biên Hòa 	3	1
Trà sữa Ba Lá Trà 	3	1
Trà sữa Ba Lá Trà - Nguyễn Tri Phương	23	7
Trà sữa Ba Lá Trà, 515A Nguyễn Tri Phương	62	17
Tra Sua Banh Bot Tram Bi	190	42
Trà sữa Bảo Lộc Quán	5	1
Trà Sữa Be Cool	6	2
Trà sữa Be Cool - Gò Dầu	0	13
Trà sữa Bean Bean - Đường D2	40	8
Trà Sữa Ben Ben	51	12
Trà sữa Bệt	4	1
Trà Sữa Bí Đỏ	5	2
Trà sữa Bingo - Công Chúa Ngọc Hân	5	1
Trà Sữa Blue - Huỳnh Văn Nghệ	1135	227
Trà Sữa BnT	5	1
Trà sữa Bố Già	15	5
Trà sữa Boardgame Push Up  	4	1
Trà Sữa BoBa - Lê Văn Sỹ	32	8
Tra Sua BoBapop	881	216
Trà Sữa Bobapop - Cao Thắng	175	44
Trà Sữa Bobapop - E Mart Gò Vấp	24	6
Trà Sữa Bobapop - Hậu Giang	56	14
Trà sữa Bobapop - Lãnh Binh Thăng	44	11
Trà Sữa Bobapop - Lê Hồng Phong	59	15
Trà Sữa Bobapop - Lê Văn Lương	57	13
Trà Sữa Bobapop - Lê Văn Sỹ	72	19
Trà Sữa Bobapop - Lũy Bán Bích	14	4
Trà Sữa Bobapop - Nguyễn Trãi	40	11
Trà Sữa Bobapop - Nguyễn Văn Linh	3	1
Trà Sữa Bobapop - Phan Xích Long	20	6
Trà Sữa Bobapop - Quang Trung	79	24
Trà Sữa Bobapop - Sư Vạn Hạnh	93	25
Trà Sữa Bobapop - Trần Quốc Hoàn	64	16
Trà Sữa Bobapop - Võ Văn Ngân	72	18
Trà Sữa Bobapop - Võ Văn Ngân 	3	1
Trà Sữa Bocha - Nguyễn Văn Cừ	20	6
Trà sữa Bòn Bon	5	1
Trà Sữa Bòn Bon 	15	4
Trà sữa Bòn Bon - 1 Dương Đình Nghệ	39	12
Trà sữa Bòn Bon - Minh Phụng 	24	8
Trà Sữa Brown & Cony - 19C Ngô Quang Huy	30	6
Trà sữa Bubu - Thuận Kiều	4	1
Trà Sữa Bumba - Parkson Hùng Vương	8	2
Trà sữa Bus - Nguyễn Thượng Hiền	89	21
Trà Sữa Chất	26	6
Trà Sữa Chatime - Vincom Center	28	7
Trà Sữa Chi Lăng	74	18
Trà Sữa Chi Lăng Lâm Yến	4	1
Trà sữa Cô Sẩm (gần Trung tâm Thăng Long CMT8)	44	11
Trà Sữa Colors	45	9
Trà sữa cốt	3	1
Trà Sữa Củ Năng	32	8
Trà sữa Cueicha	5	1
Trà Sữa Cung Hoàng Đạo Horotea 	7	2
Trà Sữa Cung Hoàng Đạo Horotea - Bắc Hải	92	24
Trà sữa cung hoàng Đạo Horotea - Nguyễn Trãi	28	7
Trà Sữa Cuộc Sống Dễ Dàng -  Nguyễn Văn Cừ	20	5
Trà Sữa Cuộc Sống Dễ Dàng - Lê Văn Sỹ	6	2
Trà Sữa Cuộc Sống Dễ Dàng - Nguyễn Thị Minh Khai	8	2
Trà Sữa Đài Loan Life Tea	20	4
Trà Sữa Davic - Âu Cơ	6	2
Trà sữa Davic - Hà Tôn Quyền	10	2
Trà Sữa Dì Xuyến	6	2
Trà sữa Đin Đon - 136 Tạ Uyên	21	7
Trà Sữa Dola's House	8	2
Trà Sữa Feeling Tea - Cầu Giấy	4	1
Trà sữa Feeling Tea - Đường D2	5	1
Trà Sữa Feeling Tea - Trần Thái Tông	4	1
Trà Sữa Flakes Express	24	6
Trà Sữa Funny - Nguyễn Sơn	5	7
Trà sữa Gong Cha  	4	1
Trà Sữa Gong Cha - Nguyễn Đình Chiểu	28	8
Trà sữa Gong Cha - Phan Xích Long	36	9
Trà Sữa Gong Cha - Phú Mỹ Hưng	14	4
Trà Sữa Gong Cha - Vincom Center	20	6
Trà sữa Gong Cha - Vincom Lê Thánh Tôn	0	13
Trà Sữa Gong Cha - Vincom Mega Mall	7	2
Trà Sữa Gong Cha - Vincom Quang Trung	91	23
Trà Sữa Gong Cha - 貢茶 - An Dương Vương	16	4
Trà Sữa Gong Cha - 貢茶 - Hồ Tùng Mậu	51	16
Trà Sữa Gong Cha - 貢茶 - Nguyễn Đình Chiểu	5	2
Trà Sữa Gong Cha - 貢茶 - Phan Xích Long	7	2
Trà Sữa Gong Cha - 貢茶 - Vincom Center	7	2
Trà Sữa Gong Cha - 貢茶 - Vincom Mega Mall	8	2
Trà Sữa Greenbox - Hồ Con Rùa	14	4
Trà Sữa Hanako	8	2
Trà sữa Handmade 515 Minh Phụng 	5	1
Trà Sữa Hạnh Nhân Mtea	8	2
Trà Sữa Hi!Su	4	1
Trà Sữa Hiberry	29	8
Trà Sữa Hiberry - Nguyễn Văn Bảo	80	16
Trà Sữa Hoa Hướng Dương - Cống Quỳnh	6	2
Trà Sữa Hoa Hướng Dương - D2	6	2
Trà Sữa Hoa Hướng Dương - Hoàng Diệu 2	15	4
Trà Sữa Hoa Hướng Dương - Nguyễn Tri Phương	8	2
Trà Sữa Hoa Hướng Dương - Tôn Dật Tiên	7	2
Trà Sữa Hoàng Tử	403	86
Trà Sữa Homemade	40	10
Trà sữa Honey Tea - Nguyễn Sơn	36	9
Trà Sữa Hồng Kông - Quán Yum Yum	15	4
Trà sữa JiJi - Nguyễn Tri Phương	4	1
Trà Sữa Kawaii	6	2
Trà Sữa Kiểu Chi	5	1
Trà Sữa KT	24	6
Trà Sữa Lắc - Cách Mạng Tháng 8	18	4
Trà sữa Lắc - Cách Mạng Tháng Tám	48	12
Trà sữa Lavida	74	17
Trà Sữa Love Tea	15	3
Trà sữa Luân Mập	8	2
Trà Sữa Machiatto Koy	8	2
Trà Sữa Made By Me	24	6
Trà Sữa Marie Curie	45	11
Trà Sữa Mèo Meo	57	16
Trà Sữa Milk Tea Land - Lê Đức Thọ	24	6
Trà Sữa Milk Tea Land - Quang Trung	8	2
Trà sữa Mix & Mix 	64	16
Trà sữa Mộc - Cư Xá Thanh Đa	114	25
Trà Sữa MoMo	5	1
Trà Sữa Mr. Tí Đô - Lê Thị Hà	5	2
Trà sữa múc - Hải Thượng Lãn Ông	5	1
Trà Sữa Mya	9	2
Trà Sữa Na.Nobita - Nguyễn Văn Bảo	7	2
Trà sữa nhà làm Hoa Ly	4	1
Trà sữa Nhiệt Đới - Hoàng Hoa Thám	4	1
Trà sữa P & K	50	10
Trà Sữa Phúc Khang	8	2
Trà sữa Piggy - Âu Cơ	79	16
Trà Sữa Princess	4	1
Trà sữa Pun Phạm	0	17
Trà sữa QQ	5	1
Trà sữa RandB - 35 Trường Sơn	52	13
Trà Sữa RandB - Điện Biên Phủ	112	27
Trà Sữa RandB - Phan Xích Long	84	22
Trà Sữa RandB - Trường Sơn	8	2
Trà Sữa RN	9	2
Trà Sữa Sắc Màu - Tân Hòa Đông	8	2
Trà Sữa Sakura - Lê Quang Sung	36	12
Trà Sữa San San - Đề Thám	16	4
Trà sữa Sky - Nguyễn Văn Luông	4	1
Trà Sữa T&N	8	2
Trà sữa Tạ Tuyết Ngân	120	30
Trà Sữa Tea Cup - Hoàng Minh Giám	7	2
Trà sữa Tea Cup - Phan Xích Long	11	6
Trà Sữa Thạch Nhà Làm - Độc Lập	4	2
Trà Sữa Thạch Phô Mai	7	2
Trà Sữa Thạch Phô Mai - Bông Sao	7	2
Trà sữa thái	0	3
Trà sữa Thái - Đường Số 7	4	1
Trà sữa Thái Lan - Tân Thới Hiệp 21	5	1
Trà Sữa Thái Rạk Khun	60	12
Trà Sữa Thái Sóc	9	2
Trà Sữa Thailand Royal Nguyễn	5	1
Trà Sữa Thanh Tâm	32	8
Trà Sữa The Milk Tea Guy	4	1
Trà Sữa The Milk Tea Guy - Hòa Hảo	44	11
Trà sữa Tiên Hưởng - 3 Tháng 2	27	8
Trà Sữa Tiên Hưởng - CMT8	1	1
Trà Sữa Tiên Hưởng - Cống Quỳnh	59	18
Trà Sữa Tiên Hưởng - Điện Biên Phủ	24	6
Trà Sữa Tiên Hưởng - Đường Số 7	6	2
Trà Sữa Tiên Hưởng - Hoàng Diệu	4	1
Trà Sữa Tiên Hưởng - Lãnh Binh Thăng	11	4
Trà Sữa Tiên Hưởng - Lê Văn Sỹ	6	2
Trà Sữa Tiên Hưởng - Lũy Bán Bích	8	2
Trà Sữa Tiên Hưởng - Nguyễn Huệ	22	6
Trà Sữa Tiên Hưởng - Nguyễn Thị Minh Khai	19	5
Trà Sữa Tiên Hưởng - Nguyễn Tri Phương	22	6
Trà Sữa Tiên Hưởng - Phan Văn Trị	31	8
Trà Sữa Tiên Hưởng - Pico Lotte	8	2
Trà Sữa Tiên Hưởng - Quang Trung	84	18
Trà Sữa Tiên Hưởng - Tản Đà	13	4
Trà Sữa Tiên Hưởng - Trần Hưng Đạo	18	5
Trà Sữa Tiny	9	2
Trà Sữa TMT	16	4
Trà sữa tô nồi- 3 tháng 2	10	2
Trà Sữa Tô Nồi 655	28	7
Trà Sữa Topping - Xóm Chiếu	8	2
Trà Sữa Trân Châu Hello	5	1
Trà Sữa Trân Châu Phượng Hoàng	38	10
Trà Sữa Túi Lavida - 277 Phan Xích Long	15	4
Trà Sữa Túi Lavida - Đường 3 Tháng 2	13	4
Trà Sữa Túi Lavida - Lê Bình	8	2
Trà Sữa Túi Lavida - Quang Trung	8	2
Trà Sữa Túi Lavida - Trần Quốc Toản	30	8
Trà Sữa Túi Lavida - Vĩnh Viễn	8	2
Trà sữa Tuyết Nhiệt Đới	20	5
Trà sữa Ú Nu	14	3
Trà Sữa Út Trang	15	4
Trà sữa Út Trang - Ngô Thời Nhiệm 	34	8
Trà Sữa Vương Lâm - Lê Lợi	96	24
Trà sữa Wind	4	1
Trà sữa X-Cute	15	9
Trà Sữa X-Cute - Âu Dương Lân	4	1
Trà Sữa X-Cute - Trần Hưng Đạo	8	2
Trà sữa Xí Ngầu	48	12
Trà Sữa Xiên Que Hot & Cold - Trương Vĩnh Ký	21	6
Trà sữa xiên que ICON	4	1
Trà Sữa Xô - Lê Quang Sung	32	8
Trà sữa xô- Lê Quang Sung	10	2
Trà sữa xô Mix Phố 	20	5
Trà Sữa Yo Yo - Làng Đại Học	7	2
Trà Sữa Yolo	11	3
Trà sữa Yum Yum - Nguyễn Chí Thanh	52	13
Trà sữa Yumi Handmade	7	2
Trà sữa Yumi Handmade - Tôn Thất Thuyết	55	11
Trà Sữa Yuti - Nguyễn Quý Anh	132	38
Trà Sữa Zipper - Hải Thượng Lãn Ông	7	2
Trà sữa, yaourt đá - Phan Văn Trị	10	2
Trà Tắc Ông Bà Già 	1	1
Trà Thái Lan - Trường Sa	15	4
Tra Tien Huong	65	15
Trà Tiên Hưởng - 3 Tháng 2	32	8
Trà Tiên Hưởng - Bàu Cát	77	20
Trà Tiên Hưởng - Điện Biên Phủ	60	15
Trà Tiên Hưởng - Đinh Tiên Hoàng	12	3
Trà Tiên Hưởng - Huyền Trân Công Chúa	20	5
Trà Tiên Hưởng - Khánh Hội	16	4
Trà Tiên Hưởng - Lãnh Binh Thăng	90	21
Trà Tiên Hưởng - Lê Văn Sỹ	40	10
Trà Tiên Hưởng - Lũy Bán Bích	60	15
Trà Tiên Hưởng - Ngô Đức Kế	75	15
Trà Tiên Hưởng - Nguyễn Huệ	20	5
Trà Tiên Hưởng - Nguyễn Trãi	20	4
Trà Tiên Hưởng - Nguyễn Tri Phương	32	8
Trà Tiên Hưởng - Phan Đăng Lưu	24	6
Trà Tiên Hưởng - Pico Plaza	20	5
Trà Tiên Hưởng - Trần Hưng Đạo	70	20
Trà Tiên Hưởng - Vincom Thủ Đức	58	16
Trà Tiên Sen - Thống Nhất	65	13
Trà Túi Lọc Ông Chủ Nhỏ	12	3
Trà túi lọc The Tea	4	1
Trái Cây & Sinh Tố - Lữ Gia	7	2
Trái Cây Bu Bu - Tô Hiến Thành	4	1
Trái Cây Bu Bu - Tô Hiến Thành 	15	4
Trái cây COOL	16	4
Trái cây dĩa Nguyễn Cảnh Chân	0	3
Trái Cây Dĩa Trúc - Nguyễn Cảnh Chân	4	2
Trái Cây eFruit - Tươi, Sạch, Tự Nhiên	4	1
Trái Cây Gáo Dừa	5	1
Trái Cây Ly tự chọn - Khu Hòa Bình	24	6
Trái cây nhanh Coco Summer	60	15
Trái Cây Sạch VFruit	2	1
Trái Cây Spa	684	171
Trái cây tách - Sư Vạn Hạnh	4	1
Trái Cây Tô	1	1
Trái Cây Tô - 332 Tô Hiến Thành	16	4
Trái cây tô - 469 Tô Hiến Thành	4	1
Trái Cây Tô - Alley Fruit Cocktail	4	1
Trái Cây Tô - Múc Thoải Mái	6	2
Trái Cây Tô - Tạ Quang Bửu	32	8
Trái Cây Tô - Tô Hiến Thành	126	31
Trái cây tô 2T	20	4
Trái cây Tô 45A	5	1
Trái Cây Tô Alley Fruit Cocktail - Lý Tự Trọng	2	2
Trái cây tô Beefruit	4	1
Trái Cây Tô Bubu - Tô Hiến Thành 	24	6
Trái cây tô Lý Tự Trọng	28	7
Trái cây tô Ngon Nhất Quả Đất - Tô Hiến Thành	4	1
Trái Cây Tô Sốt Dừa Pruta	5	1
Trái Cây Tô Vỉa Hè - 241 Tô Hiến Thành	14	4
Trái Cây Tô, Sinh Tố - Red Apple Fruit	4	1
Trái cây tự chọn - Bùi Viện	48	12
Trái cây tự chọn - Hình Như Là	6	2
Trái Cây Tự Chọn - Vạn Kiếp	5	1
Trái cây tự chọn Mango 	5	1
Trái cây tự chọn Mix Max	50	11
Trái cây tự chọn Wá Đã - 249 Hòa Hảo	5	1
Trái Cây Tươi Nhập Khẩu - Hồ Văn Huê	888	222
Trái cây vuông tròn	95	19
Trái Cây Vuông Tròn - Giao Hàng Tận Nơi	8	2
Trái Cây Xe Lam - Lữ Gia	4	1
Trái Cây Xô	7	2
Trái cây xô - Lê Văn Thọ	3	1
Trái cây xô - Ngon Mê Ly	5	1
Trái cây xô 39	4	1
Trái Cây Xô Thik Quá Ahh	95	24
Trái Táo Cafe	3	1
Trái Táo Karaoke - I.Cool - Xô Viết Nghệ Tĩnh	900	226
Trầm - Thủ Đức	21	7
Trầm Cafe - Nguyễn Phi Khanh	8	2
Trầm Cafe - Trần Huy Liệu	22	6
Trầm Coffee	10	2
Trạm Dừng Phương Trang - Madagui	3	1
Trâm Food - Bánh Sầu Riêng - Giao Hàng Tận Nơi	12	3
Trâm Mio	12	4
Trần Lợi	20	6
Trần Ngọc	0	1
Trần Quang Ký - Vịt Quay Sốt Tiêu Đen	7	2
Trần Thị Kim Thu	4	1
Trang - Bánh Canh Bột Gạo Cắt	7	2
Trang Cafe - Hoàng Cầu Mới	4	1
Trang Hy Vọng - Xiên Que, Trà Sữa & Bánh Tráng Cuốn	40	8
Trang Phạm	0	4
Trăng Sen - Nhà Hàng Chay	9	2
Trang trại Đà Lạt Milk- Vườn Hoa Hướng Dương	4	1
Trang's Cake House	0	4
Trang's House	0	1
Tranh Cafe - Bùi Đình Túy	480	120
Tranh Đính Đá	0	2
Tre Vàng - Nhà Hàng Tiệc Cưới	35	10
Tre Xanh - Cao Thắng	4	1
Tre Xanh Spa	32	8
Tree Coffee - Trương Quyền	8	2
TRF Coffee	36	12
Triều Châu	3	1
Triple Milk Coffee & Tea	9	2
Tripwriter Bistro	1399	300
Trois Gourmands	8750	1963
Troll Brothers	4	1
Tròn - Gốm & Cà Phê	7	2
Tròn's Kitchen - trons.kitchen	5	1
Trop B - Nguyễn Thị Minh Khai	15	4
Trop B - Xôi Đá, Xôi Kem, Xôi kem Xoài	64	16
Tropical Juice - Smoothies Bar	8	2
Tropical Smoothies	2196	457
Trúc Lâm Viên - Cafe Sân Vườn - Đường Số 12	8	2
Trung Anh Coffee	4	1
Trung Còi - Hủ Tiếu Nam Vang	8	2
Trung Nguyên Cafe - Nguyễn Văn Chiêm	40	8
Trung Nguyên Cafe - Xô Viết Nghệ Tĩnh	16	4
Trung Nguyên Coffee - AEON Mall	8	2
Trung Nguyên Coffee - Nam Kỳ Khởi Nghĩa	9	2
Trung Nguyên Legend Coffee - Lê Lợi	5	2
Trung Tâm Anh Ngữ IEG Viet Nam	1864	466
Trung Tâm Chỉnh Hình Phục Hồi Chức Năng - Bà Huyện Thanh Quan	3	1
Trung Tâm Dạy Nghề Đồng Tiến - Lê Quang Định	1971	438
